Invoice/Item Number,Date,Volume Sold (Liters),Volume Sold (Gallons)
S27251100052,08/11/2015,1.5,0.4
S26512700015,07/01/2015,18,4.76
S24298300047,03/02/2015,10.5,2.77
S23994100038,02/11/2015,3,0.79
S23600400018,01/21/2015,9,2.38
S26286600027,06/18/2015,10.5,2.77
S24668000069,03/23/2015,6,1.59
S27240300130,08/10/2015,3,0.79
S27860100009,09/14/2015,0.6,0.16
S27687100131,09/02/2015,24,6.34
S26927800066,07/23/2015,0.75,0.2
S28594400027,10/21/2015,2.25,0.59
S28351100007,10/08/2015,4.5,1.19
S26507100150,06/30/2015,0.75,0.2
S25929600001,06/01/2015,6,1.59
S26399500165,06/24/2015,12,3.17
S28014100023,09/21/2015,1.5,0.4
S26187500032,06/15/2015,0.5,0.13
S28782100112,11/02/2015,10.5,2.77
S25416100014,05/04/2015,9,2.38
S25501600059,05/06/2015,10.5,2.77
S25563900001,05/11/2015,9,2.38
S25165800137,04/20/2015,0.75,0.2
S23954900084,02/10/2015,9,2.38
S26908100034,07/22/2015,9,2.38
S27236800087,08/10/2015,3,0.79
S27875500026,09/14/2015,4.5,1.19
S27739300026,09/08/2015,1.5,0.4
S24211800040,02/24/2015,2.25,0.59
S24576100066,03/17/2015,2.25,0.59
S24849400037,04/01/2015,0.75,0.2
S28359700042,10/08/2015,2.25,0.59
S24041100040,02/16/2015,1.5,0.4
S26192900048,06/15/2015,2.25,0.59
S25702800164,05/18/2015,9,2.38
S27474200011,08/24/2015,9,2.38
S27532500010,08/26/2015,9,2.38
S26529300020,07/01/2015,4.5,1.19
S24779000096,03/30/2015,2.25,0.59
S27638000086,09/01/2015,3,0.79
S29092500123,11/16/2015,1.5,0.4
S27611300032,08/31/2015,10.5,2.77
S27016900113,07/28/2015,2.25,0.59
S28238800088,10/01/2015,2,0.53
S27708500037,09/03/2015,9,2.38
S25568000082,05/11/2015,2.25,0.59
S26994100016,07/28/2015,1,0.26
S26572000054,07/06/2015,4.5,1.19
S28034300154,09/21/2015,1.5,0.4
S24574400003,03/17/2015,9,2.38
S26975700141,07/27/2015,3,0.79
S25528100068,05/07/2015,1.5,0.4
S28543200128,10/19/2015,2.25,0.59
S24589300017,03/18/2015,9,2.38
S26020600019,06/04/2015,9,2.38
S28996500026,11/10/2015,2.25,0.59
S25927000008,06/01/2015,9.6,2.54
S24373000036,03/05/2015,12,3.17
S28878000025,11/05/2015,1.5,0.4
S28463700037,10/14/2015,3,0.79
S29360800211,11/30/2015,2.25,0.59
S28156100175,09/28/2015,1.5,0.4
S27904100014,09/15/2015,0.75,0.2
S26914400143,07/22/2015,1.5,0.4
S27525900013,08/25/2015,9,2.38
S26337800078,06/22/2015,3,0.79
S26321700033,06/22/2015,45,11.89
S23743200201,01/28/2015,0.5,0.13
S26345700270,06/22/2015,3.75,0.99
S25699700026,05/18/2015,1.5,0.4
S26639400059,07/09/2015,4.5,1.19
S24589300013,03/18/2015,9,2.38
S26087500089,06/09/2015,1.5,0.4
S28465400002,10/14/2015,2.25,0.59
S29327400077,11/30/2015,27,7.13
S27915900047,09/15/2015,0.38,0.1
S26014600034,06/03/2015,0.38,0.1
S25548200013,05/12/2015,2.25,0.59
S28525600036,10/19/2015,9,2.38
S24859200030,04/02/2015,9,2.38
S24687000108,03/24/2015,0.5,0.13
S26693700028,07/13/2015,0.75,0.2
S27599000110,08/31/2015,2.25,0.59
S26013400015,06/03/2015,9,2.38
S26081500090,06/08/2015,0.5,0.13
S27287400013,08/12/2015,9,2.38
S24727600055,03/25/2015,9,2.38
S26503600168,07/01/2015,4.5,1.19
S27768200066,09/08/2015,2.25,0.59
S27170000026,08/05/2015,3,0.79
S26603700022,07/13/2015,9,2.38
S24602100036,03/18/2015,4.5,1.19
S28956400013,11/09/2015,1,0.26
S25375100215,04/29/2015,1.5,0.4
S23285400146,01/05/2015,0.75,0.2
S27037400004,07/29/2015,2.25,0.59
S24849200068,04/01/2015,4,1.06
S27149400085,08/04/2015,9,2.38
S24909600114,04/06/2015,2.25,0.59
S26784500019,07/16/2015,1.4,0.37
S27685600134,09/02/2015,3,0.79
S23912400053,02/09/2015,9,2.38
S27888800060,09/14/2015,9,2.38
S26704400146,07/13/2015,3,0.79
S29028600066,11/12/2015,2.25,0.59
S28751100025,10/29/2015,3,0.79
S23903400058,02/11/2015,12,3.17
S28268800082,10/05/2015,1.5,0.4
S24865300009,04/02/2015,4.5,1.19
S24886500061,04/06/2015,10.5,2.77
S28346000026,10/08/2015,1.5,0.4
S29041000118,11/12/2015,2,0.53
S28822400091,11/03/2015,2.25,0.59
S28330900004,10/07/2015,1.5,0.4
S24962900004,04/08/2015,9,2.38
S26172100041,06/15/2015,18,4.76
S25661100047,05/20/2015,12,3.17
S27099000015,08/03/2015,0.5,0.13
S24618700023,03/19/2015,63,16.64
S29327100078,11/30/2015,9,2.38
S27845000050,09/16/2015,12,3.17
S23422000057,01/12/2015,1.5,0.4
S24982200038,04/09/2015,36,9.51
S26384900070,06/24/2015,18,4.76
S24057100160,02/16/2015,2.25,0.59
S25248500026,04/23/2015,2.25,0.59
S24888700050,04/06/2015,9,2.38
S24197900123,02/24/2015,1.5,0.4
S25898200028,05/28/2015,2.25,0.59
S29013700030,11/10/2015,9,2.38
S28330000090,10/07/2015,4.5,1.19
S23475800032,01/13/2015,9,2.38
S26697000036,07/13/2015,9,2.38
S28279800064,10/05/2015,9,2.38
S28274800035,10/05/2015,2.25,0.59
S27582600101,08/27/2015,9,2.38
S23970100060,02/11/2015,2.25,0.59
S28471300048,10/15/2015,9,2.38
S27447400007,08/20/2015,9,2.38
S24425300032,03/09/2015,9,2.38
S27349500090,08/17/2015,1.5,0.4
S26526200029,07/01/2015,0.5,0.13
S26263800017,06/18/2015,2.25,0.59
S26132800053,06/10/2015,18,4.76
S26983000084,07/27/2015,1,0.26
S23785800013,02/02/2015,9.6,2.54
S23300100022,01/05/2015,9,2.38
S28202000066,09/30/2015,9,2.38
S27312800023,08/13/2015,2.25,0.59
S24666200012,03/23/2015,9.6,2.54
S28797800084,11/02/2015,1.5,0.4
S28802400125,11/02/2015,1.5,0.4
S24849200252,04/01/2015,0.75,0.2
S23339200016,01/07/2015,0.5,0.13
S24493700025,03/12/2015,10.5,2.77
S23845300047,02/03/2015,9,2.38
S25498100041,05/06/2015,18,4.76
S28959700015,11/10/2015,2.25,0.59
S26983200007,07/27/2015,0.5,0.13
S26913600028,07/22/2015,0.75,0.2
S26677900034,07/09/2015,2.25,0.59
S28236900001,10/01/2015,6,1.59
S28628800105,10/22/2015,2,0.53
S26441800189,06/26/2015,1.5,0.4
S26895900030,07/27/2015,3,0.79
S29332800023,11/30/2015,9,2.38
S24235400173,02/25/2015,2.25,0.59
S26288300010,06/18/2015,18,4.76
S23439400086,01/12/2015,3,0.79
S28286300065,10/05/2015,4.5,1.19
S25242500004,04/23/2015,9,2.38
S26087900008,06/09/2015,9,2.38
S28709600021,10/27/2015,9,2.38
S27685600115,09/02/2015,9,2.38
S27929200011,09/15/2015,9,2.38
S24357900205,03/04/2015,2.25,0.59
S26349900093,06/23/2015,1.75,0.46
S26062000128,06/08/2015,0.75,0.2
S24010800029,02/12/2015,12,3.17
S25821900082,05/26/2015,1.5,0.4
S26953900131,07/27/2015,2.25,0.59
S26661900028,07/09/2015,9,2.38
S25548200010,05/12/2015,3.75,0.99
S25947600063,06/01/2015,3,0.79
S29100600225,11/16/2015,9,2.38
S29273000095,11/23/2015,2.25,0.59
S23311800103,01/05/2015,0.75,0.2
S25549700027,05/11/2015,1.5,0.4
S24081300039,02/17/2015,9,2.38
S26438100021,06/26/2015,18,4.76
S25576300210,05/11/2015,1.5,0.4
S27374600023,08/18/2015,0.75,0.2
S24262200078,02/26/2015,0.75,0.2
S28034300131,09/21/2015,1.5,0.4
S25143400101,04/20/2015,1.5,0.4
S29216900093,11/20/2015,2,0.53
S24133600093,02/19/2015,1.5,0.4
S25560200056,05/11/2015,3,0.79
S27883100066,09/14/2015,1.5,0.4
S25898000079,05/28/2015,1.5,0.4
S26441800109,06/26/2015,9,2.38
S29233800026,11/21/2015,0.5,0.13
S27194800016,08/06/2015,9,2.38
S24357900155,03/04/2015,1.5,0.4
S26728100126,07/13/2015,3,0.79
S29172300008,11/19/2015,27,7.13
S27685600051,09/02/2015,9,2.38
S25898000142,05/28/2015,0.75,0.2
S26393600027,06/24/2015,9.6,2.54
S23348100192,01/06/2015,0.5,0.13
S27041000202,07/29/2015,12,3.17
S28066500112,09/22/2015,3,0.79
S23986500004,02/11/2015,18,4.76
S25416100017,05/04/2015,9,2.38
S29163900017,11/18/2015,3,0.79
S25413600010,05/05/2015,2.25,0.59
S25953200005,06/01/2015,3,0.79
S23801300148,02/02/2015,9,2.38
S28740400126,10/28/2015,18,4.76
S26417500024,06/25/2015,1.5,0.4
S24126800055,02/19/2015,2.25,0.59
S26132800155,06/10/2015,1.5,0.4
S26992700052,07/28/2015,0.75,0.2
S24849200138,04/01/2015,1.5,0.4
S25534200038,05/11/2015,9,2.38
S28099100061,09/24/2015,2,0.53
S25014300009,04/14/2015,4.5,1.19
S24374000096,03/05/2015,2,0.53
S26838200018,07/20/2015,9,2.38
S28387000014,10/12/2015,4.5,1.19
S26627500028,07/09/2015,9,2.38
S28330900043,10/07/2015,4.8,1.27
S25128600097,04/16/2015,0.75,0.2
S25720400020,05/19/2015,9,2.38
S23303100022,01/05/2015,4.8,1.27
S25560200018,05/11/2015,9,2.38
S28218900047,10/01/2015,9,2.38
S28926500046,11/09/2015,1.12,0.3
S25914100073,06/01/2015,1.5,0.4
S24598700025,03/18/2015,1.5,0.4
S23920600029,02/09/2015,0.5,0.13
S25466800010,05/06/2015,4.5,1.19
S29304100140,11/24/2015,9,2.38
S28603500019,10/21/2015,9,2.38
S26349400034,06/23/2015,0.75,0.2
S24087200037,02/17/2015,6,1.59
S23619200038,01/22/2015,1.5,0.4
S26712800088,07/13/2015,0.6,0.16
S23500400004,01/14/2015,12,3.17
S29134200033,11/17/2015,1.5,0.4
S27513400045,08/25/2015,9,2.38
S28378300066,10/12/2015,1.5,0.4
S28209900035,09/30/2015,2.25,0.59
S25244200038,04/23/2015,12,3.17
S26424400019,06/26/2015,9,2.38
S26396400047,06/24/2015,4.5,1.19
S23523000012,01/15/2015,10.5,2.77
S23343700059,01/06/2015,9,2.38
S28677200052,10/26/2015,1.5,0.4
S26192900030,06/15/2015,4.8,1.27
S26971800019,07/27/2015,9,2.38
S25625600013,05/13/2015,9,2.38
S24050500111,02/16/2015,0.75,0.2
S24753300075,03/26/2015,0.75,0.2
S28653700048,10/26/2015,9,2.38
S29092500089,11/16/2015,9,2.38
S28352300009,10/08/2015,4.5,1.19
S23997700196,02/11/2015,1.5,0.4
S24399600023,03/09/2015,9,2.38
S27599000104,08/31/2015,2.25,0.59
S28728100075,10/28/2015,2.25,0.59
S26394800048,06/24/2015,1.5,0.4
S24173900004,02/23/2015,9,2.38
S23439400144,01/12/2015,0.5,0.13
S25873900079,05/27/2015,10.5,2.77
S23593900129,01/20/2015,3,0.79
S24081300061,02/17/2015,0.75,0.2
S23298800002,01/05/2015,12,3.17
S23641700063,01/22/2015,9,2.38
S28099500057,09/24/2015,2.25,0.59
S25215700023,04/22/2015,3.75,0.99
S26594400035,07/08/2015,9,2.38
S27725900144,09/04/2015,1.5,0.4
S28056000063,09/22/2015,3.75,0.99
S27393400017,08/18/2015,1.5,0.4
S28460200015,10/15/2015,21,5.55
S23515200043,01/15/2015,1.5,0.4
S27834200070,09/10/2015,4.5,1.19
S28172500034,09/29/2015,2,0.53
S28768800051,11/02/2015,9,2.38
S27834200110,09/10/2015,4.5,1.19
S26199400069,06/15/2015,1.5,0.4
S28027200007,09/21/2015,9,2.38
S27973500031,09/17/2015,10.5,2.77
S25759500008,05/20/2015,4.5,1.19
S28856300231,11/04/2015,3,0.79
S29339000112,11/30/2015,3.5,0.92
S23311800114,01/05/2015,1.5,0.4
S28883500036,11/05/2015,2.25,0.59
S26399500034,06/24/2015,1.5,0.4
S29360800124,11/30/2015,3.75,0.99
S24260400076,02/26/2015,9,2.38
S27370200080,08/17/2015,2.25,0.59
S26057400021,06/08/2015,10.5,2.77
S25742600132,05/19/2015,1.5,0.4
S27337300086,08/17/2015,1.5,0.4
S24979400012,04/09/2015,9,2.38
S26220700023,06/16/2015,9,2.38
S26847900051,07/20/2015,4.5,1.19
S25208500138,04/21/2015,3,0.79
S25851700191,05/26/2015,1.5,0.4
S23961600034,02/10/2015,1.12,0.3
S24905900033,04/06/2015,9,2.38
S28557100020,10/20/2015,1.2,0.32
S27170000103,08/05/2015,1.5,0.4
S23840300017,02/03/2015,9,2.38
S27324100095,08/13/2015,4.5,1.19
S23950600033,02/10/2015,1.5,0.4
S28870800037,11/04/2015,9,2.38
S28052600057,09/22/2015,0.75,0.2
S25000300024,04/15/2015,12,3.17
S25604600017,05/13/2015,9,2.38
S28960800075,11/09/2015,9,2.38
S24290900124,03/02/2015,3,0.79
S24124000103,02/19/2015,10.5,2.77
S24779100005,04/02/2015,9,2.38
S28109400108,09/24/2015,0.75,0.2
S26377400164,06/23/2015,9,2.38
S23793700063,02/02/2015,1.75,0.46
S25585700036,05/12/2015,1.5,0.4
S28378100017,10/12/2015,2.25,0.59
S25879400001,05/27/2015,27,7.13
S26245100008,06/16/2015,9,2.38
S24972900047,04/08/2015,0.5,0.13
S24131400056,02/19/2015,12,3.17
S26661900006,07/09/2015,9,2.38
S23317300075,01/05/2015,1.5,0.4
S27336800008,08/18/2015,9,2.38
S28825500011,11/03/2015,2.25,0.59
S24325000018,03/03/2015,9,2.38
S26335800124,06/22/2015,10.5,2.77
S26854100154,07/20/2015,2.25,0.59
S28878100023,11/05/2015,1.12,0.3
S27318000005,08/13/2015,9,2.38
S28132600045,09/28/2015,9,2.38
S24062100114,02/16/2015,3,0.79
S24623500109,03/19/2015,2.25,0.59
S24506800020,03/12/2015,4.5,1.19
S26019000018,06/04/2015,3,0.79
S27420900015,08/19/2015,9,2.38
S26036800011,06/11/2015,9,2.38
S28926100058,11/09/2015,9,2.38
S26328300028,06/22/2015,10.5,2.77
S25434600132,05/04/2015,1.5,0.4
S27884900165,09/14/2015,1.5,0.4
S25809900094,05/22/2015,9,2.38
S25702800088,05/18/2015,3,0.79
S28678800193,10/26/2015,9,2.38
S28301500028,10/06/2015,1.12,0.3
S25692100144,05/18/2015,0.5,0.13
S26721900027,07/13/2015,0.75,0.2
S25699300115,05/18/2015,1.5,0.4
S28956400094,11/09/2015,18,4.76
S26210600017,06/15/2015,0.75,0.2
S25703900008,05/18/2015,9,2.38
S28274300034,10/05/2015,1.5,0.4
S26329000084,06/22/2015,9,2.38
S23781900071,02/02/2015,2.25,0.59
S24737000045,03/26/2015,12,3.17
S28453600026,10/14/2015,9.6,2.54
S26655800037,07/08/2015,9,2.38
S26786400009,07/15/2015,24,6.34
S23799600020,02/02/2015,2.25,0.59
S27254800056,08/11/2015,3,0.79
S25375100130,04/29/2015,4.5,1.19
S26913700027,07/22/2015,0.5,0.13
S24779000091,03/30/2015,1.5,0.4
S23887000027,02/05/2015,9,2.38
S24679300003,03/24/2015,9,2.38
S26441700079,06/26/2015,0.5,0.13
S26137700037,06/10/2015,1.5,0.4
S25742600133,05/19/2015,1.5,0.4
S27845100031,09/14/2015,12,3.17
S25576300045,05/11/2015,1.5,0.4
S25559900026,05/11/2015,9,2.38
S28288600111,10/05/2015,1.5,0.4
S26509300019,06/30/2015,9,2.38
S28551000052,10/19/2015,9,2.38
S28826600010,11/03/2015,4.5,1.19
S27944000150,09/16/2015,1.5,0.4
S25936700001,06/02/2015,2.25,0.59
S24659400083,03/23/2015,0.75,0.2
S27703500167,09/03/2015,45,11.89
S28797800140,11/02/2015,0.75,0.2
S26751700043,07/14/2015,2.25,0.59
S24357900266,03/04/2015,3.75,0.99
S26914400137,07/22/2015,1.5,0.4
S28926100091,11/09/2015,1.5,0.4
S23291700035,01/05/2015,4.5,1.19
S27703500099,09/03/2015,1.75,0.46
S27666500087,09/01/2015,9,2.38
S23317300087,01/05/2015,2.25,0.59
S25736200032,05/19/2015,1.5,0.4
S29220400070,11/20/2015,1.5,0.4
S26297800105,06/18/2015,1,0.26
S27261000028,08/11/2015,0.75,0.2
S26203600015,06/15/2015,9,2.38
S26983000099,07/27/2015,2.25,0.59
S27968600022,09/17/2015,9,2.38
S23997700192,02/11/2015,1.5,0.4
S23531200076,01/15/2015,1.75,0.46
S27447400008,08/20/2015,4.5,1.19
S26914400061,07/22/2015,1.5,0.4
S27791400190,09/08/2015,1.5,0.4
S25169200062,04/20/2015,10.5,2.77
S24191400040,02/24/2015,0.75,0.2
S28407600030,10/12/2015,9,2.38
S27981000071,09/17/2015,0.75,0.2
S29210600051,11/20/2015,9,2.38
S29100600095,11/16/2015,2.25,0.59
S27833500064,09/14/2015,2.25,0.59
S28271100093,10/05/2015,9,2.38
S25413500086,05/04/2015,1.5,0.4
S25742600056,05/19/2015,9,2.38
S29220400152,11/20/2015,1,0.26
S27075900043,08/03/2015,12,3.17
S26148100031,06/11/2015,1.5,0.4
S23554900198,01/16/2015,0.5,0.13
S28870800017,11/04/2015,3,0.79
S26581100056,07/06/2015,0.75,0.2
S23653700075,01/26/2015,9,2.38
S23965700021,02/10/2015,9,2.38
S23733300007,01/28/2015,3,0.79
S28866600003,11/04/2015,1,0.26
S28983400061,11/10/2015,9,2.38
S27696100038,09/03/2015,9,2.38
S28026600080,09/21/2015,2.25,0.59
S27246400014,08/11/2015,9,2.38
S25204800045,04/22/2015,10.5,2.77
S26983000124,07/27/2015,3.75,0.99
S27007900027,07/28/2015,9,2.38
S25299700094,04/27/2015,0.75,0.2
S25173200031,04/20/2015,12,3.17
S26203600117,06/15/2015,1.5,0.4
S27337300072,08/17/2015,2.25,0.59
S27846300031,09/14/2015,54,14.27
S27276400037,08/11/2015,6,1.59
S26677900035,07/09/2015,2.25,0.59
S28890500043,11/05/2015,1.5,0.4
S24309000061,03/03/2015,2.25,0.59
S27453300002,08/26/2015,24,6.34
S26584000147,07/06/2015,1.5,0.4
S23432800007,01/12/2015,0.5,0.13
S28935400040,11/09/2015,3.75,0.99
S26796100106,07/16/2015,0.75,0.2
S28918500028,11/09/2015,24,6.34
S25208500105,04/21/2015,1.5,0.4
S26405100047,06/24/2015,0.75,0.2
S28866600202,11/04/2015,24,6.34
S25421800057,05/04/2015,4.5,1.19
S25977200038,06/02/2015,9,2.38
S26009000021,06/03/2015,9,2.38
S23660500036,01/26/2015,9,2.38
S26171900036,06/17/2015,252,66.57
S27927600097,09/15/2015,1.2,0.32
S23398000064,01/08/2015,9,2.38
S28692700002,10/27/2015,0.5,0.13
S24049400115,02/16/2015,2.25,0.59
S28056000064,09/22/2015,3,0.79
S26422600097,06/25/2015,1.5,0.4
S23340200014,01/06/2015,2.25,0.59
S24604200115,03/18/2015,2.25,0.59
S28609700010,10/22/2015,9,2.38
S26731100192,07/13/2015,3,0.79
S28677500031,10/26/2015,0.2,0.05
S24594400010,03/18/2015,3,0.79
S25895500042,05/28/2015,4.5,1.19
S28833000016,11/03/2015,2.25,0.59
S27326500137,08/13/2015,0.75,0.2
S26337800035,06/22/2015,12,3.17
S27301900035,08/12/2015,1.5,0.4
S28188600010,09/30/2015,9,2.38
S25262700068,04/23/2015,0.75,0.2
S24506800062,03/12/2015,9,2.38
S28743600028,10/28/2015,4.8,1.27
S26572000069,07/06/2015,4.5,1.19
S25079500152,04/14/2015,2.25,0.59
S27469100111,08/24/2015,1.5,0.4
S26664400041,07/09/2015,10.5,2.77
S24722800035,03/25/2015,6,1.59
S26913500018,07/22/2015,1.5,0.4
S23784700012,02/02/2015,1.5,0.4
S24686700068,03/24/2015,0.38,0.1
S23954900105,02/10/2015,2.25,0.59
S28110700053,09/24/2015,3,0.79
S26846100073,07/20/2015,0.75,0.2
S24840900062,04/01/2015,9,2.38
S23902800023,02/09/2015,36,9.51
S28481400008,10/15/2015,1.5,0.4
S25477300047,05/06/2015,0.38,0.1
S26975500006,07/27/2015,9,2.38
S28363500142,10/08/2015,3,0.79
S25515600005,05/07/2015,9,2.38
S29290700021,11/24/2015,1,0.26
S26665900009,07/09/2015,4.5,1.19
S27393400015,08/18/2015,3,0.79
S25929600076,06/01/2015,1.2,0.32
S24913400114,04/06/2015,1.5,0.4
S24867700062,04/02/2015,2.25,0.59
S28027200124,09/21/2015,3,0.79
S24247700035,02/26/2015,1.5,0.4
S27351300015,08/17/2015,10.5,2.77
S23396600114,01/08/2015,1.5,0.4
S23732600045,01/28/2015,9,2.38
S23432200035,01/12/2015,12,3.17
S24348500005,03/04/2015,10.5,2.77
S28543800040,10/19/2015,0.75,0.2
S24133500054,02/19/2015,1.12,0.3
S25594400019,05/12/2015,2.25,0.59
S28495100081,10/19/2015,12,3.17
S29112800213,11/18/2015,27,7.13
S26926800008,07/23/2015,4.8,1.27
S24030500068,02/17/2015,4.5,1.19
S26781900101,07/15/2015,1,0.26
S26172100048,06/15/2015,96,25.36
S25446500066,05/04/2015,0.75,0.2
S23968800004,02/11/2015,9,2.38
S23536000055,01/16/2015,12,3.17
S24024500136,02/12/2015,2.25,0.59
S29151400017,11/18/2015,9,2.38
S24298300199,03/02/2015,1.5,0.4
S25225900020,04/23/2015,1.5,0.4
S27248800009,08/11/2015,9,2.38
S23531200086,01/15/2015,2.25,0.59
S29259000053,11/23/2015,0.5,0.13
S28551200197,10/19/2015,18,4.76
S26674700148,07/09/2015,4.5,1.19
S24743400009,03/26/2015,0.5,0.13
S26129000009,06/10/2015,9,2.38
S28238800087,10/01/2015,10.5,2.77
S25953200012,06/01/2015,0.6,0.16
S28407300016,10/12/2015,24,6.34
S27287500211,08/12/2015,3,0.79
S27185000012,08/06/2015,2.25,0.59
S25650600138,05/14/2015,2.25,0.59
S26270800172,06/17/2015,0.75,0.2
S24422800031,03/09/2015,9.6,2.54
S27257500036,08/12/2015,4.5,1.19
S23292900023,01/05/2015,10.5,2.77
S25316400155,04/27/2015,1.5,0.4
S26346200041,06/22/2015,0.5,0.13
S27965400023,09/16/2015,9,2.38
S25929600078,06/01/2015,10.5,2.77
S28997600131,11/10/2015,2.25,0.59
S23927000070,02/09/2015,2.25,0.59
S28298200023,10/06/2015,9,2.38
S25528100048,05/07/2015,0.75,0.2
S27178900059,08/06/2015,9,2.38
S28873900057,11/05/2015,9,2.38
S26301800150,06/18/2015,3,0.79
S26508800233,06/30/2015,4.5,1.19
S25602200004,05/12/2015,18,4.76
S25820700020,06/01/2015,0.5,0.13
S23300100081,01/05/2015,2.25,0.59
S28128800123,09/28/2015,2.25,0.59
S27195600044,08/06/2015,9,2.38
S24945400164,04/07/2015,2.25,0.59
S23389800052,01/08/2015,9,2.38
S27546600185,08/26/2015,3,0.79
S28087700043,09/24/2015,0.5,0.13
S27708100027,09/03/2015,4.8,1.27
S28351900027,10/08/2015,1.5,0.4
S24600900022,03/18/2015,0.5,0.13
S25519400068,05/07/2015,2.25,0.59
S25625700012,05/13/2015,3,0.79
S27768100010,09/08/2015,9,2.38
S27918800021,09/15/2015,0.75,0.2
S25865600145,05/27/2015,0.75,0.2
S28109400097,09/24/2015,1.5,0.4
S24193800019,02/24/2015,0.5,0.13
S24716600021,03/25/2015,9,2.38
S25479500181,05/05/2015,1.5,0.4
S23798200094,02/02/2015,2.25,0.59
S25269100025,04/29/2015,12,3.17
S27287500201,08/12/2015,3,0.79
S26801400028,07/16/2015,12,3.17
S25517300040,05/07/2015,12,3.17
S26732700080,07/14/2015,1.5,0.4
S25426600017,05/04/2015,9,2.38
S25927400027,06/01/2015,3,0.79
S27018000050,07/29/2015,9,2.38
S28728100120,10/28/2015,0.5,0.13
S27708500035,09/03/2015,9,2.38
S26914400126,07/22/2015,18,4.76
S28714200031,10/27/2015,9,2.38
S24812500014,03/31/2015,1.5,0.4
S24159700035,02/23/2015,0.75,0.2
S28825500014,11/03/2015,3.75,0.99
S23367800197,01/07/2015,1.5,0.4
S29121500002,11/17/2015,9,2.38
S26508800255,06/30/2015,0.75,0.2
S24385300030,03/05/2015,9,2.38
S25163500016,04/20/2015,4.5,1.19
S28729500005,10/28/2015,18,4.76
S27540200010,08/26/2015,3,0.79
S26903000023,07/22/2015,1.5,0.4
S28238800142,10/01/2015,2.25,0.59
S28610500059,10/21/2015,0.6,0.16
S28935400029,11/09/2015,0.75,0.2
S25113900005,04/16/2015,13.5,3.57
S23540900013,01/16/2015,9,2.38
S24060200074,02/16/2015,10.5,2.77
S28956400088,11/09/2015,3,0.79
S27944000004,09/16/2015,9,2.38
S27224500052,08/10/2015,1.5,0.4
S24604200067,03/18/2015,10.5,2.77
S24862800012,04/02/2015,9,2.38
S27688300004,09/02/2015,3,0.79
S27629600090,08/31/2015,1.5,0.4
S26048900084,06/08/2015,9,2.38
S26354300025,06/23/2015,9,2.38
S29092500126,11/16/2015,1.5,0.4
S29257400082,11/23/2015,4.5,1.19
S23842100020,02/04/2015,9,2.38
S23540700046,01/16/2015,2.25,0.59
S28981200013,11/11/2015,1.5,0.4
S28981400045,11/11/2015,2.25,0.59
S24913200026,04/06/2015,9.6,2.54
S27787300010,09/09/2015,9,2.38
S28170100087,09/29/2015,0.6,0.16
S23425700111,01/12/2015,2.25,0.59
S23868700231,02/04/2015,3,0.79
S26473500002,06/29/2015,9,2.38
S24669000058,03/23/2015,10.5,2.77
S28809600020,11/02/2015,0.5,0.13
S24256400026,02/26/2015,9,2.38
S23992900007,02/11/2015,4.5,1.19
S27791400115,09/08/2015,2.25,0.59
S25192200005,04/21/2015,9,2.38
S24790500028,03/30/2015,9,2.38
S25805900017,05/22/2015,3.5,0.92
S25865600144,05/27/2015,0.75,0.2
S25898000147,05/28/2015,6,1.59
S29134200137,11/17/2015,9,2.38
S24413300141,03/09/2015,0.75,0.2
S28327200038,10/07/2015,18,4.76
S28929900065,11/09/2015,9,2.38
S25576300198,05/11/2015,9.6,2.54
S24073100031,02/17/2015,12,3.17
S23571200037,01/20/2015,2.25,0.59
S26074600104,06/08/2015,0.5,0.13
S24115900031,02/18/2015,9,2.38
S29041000013,11/12/2015,10.5,2.77
S25689700016,05/18/2015,10.5,2.77
S28091200048,09/24/2015,9,2.38
S25128600104,04/16/2015,1.5,0.4
S25519400011,05/07/2015,9,2.38
S27469100071,08/24/2015,1.5,0.4
S24346000025,03/04/2015,9,2.38
S24829400015,04/01/2015,9,2.38
S26484500129,06/29/2015,2.25,0.59
